Sr. No.,Company name,ISIN,BSE Symbol,BSE 6 month Avg Total Market Cap in (Rs. Crs.),NSE Symbol,NSE 6 month Avg Total Market Cap (Rs. Crs.),MSEI Symbol,MSEI 6 month Avg Total Market Cap in (Rs Crs.),Average of All Exchanges (Rs. Cr.),"Categorization as per SEBI Circular dated Oct 6, 2017"
4233,SHARMA EAST INDIA HOSPITALS AND RES,INE465H01012,SHARMEH,5.9,,,,,5.9,Small Cap
4234,KANDAGIRI SPINNING MILLS LTD.,INE292D01019,KANDAGIRI,5.89,,,,,5.89,Small Cap
4235,SHREE TULSI ONLINE.COM LTD,INE130D01037,SHREETULSI,5.89,,,SHREETULSI,5.84064000000001,5.86532,Small Cap
4236,KRISHNA CAPITAL AND SECURITIES LIMITED,INE897B01019,KRISHNACAP,5.86,,,,,5.86,Small Cap
4237,SRI ADHIKARI BROTHERS TELEVISION NE,INE416A01036,SABTN,6.29,SABTN,5.4108,,,5.8504,Small Cap
4238,P.M. TELELINNKS LIMITED,INE092C01015,PMTELELIN,5.85,,,,,5.85,Small Cap
4239,ORGANIC COATINGS LTD.,INE412E01011,ORGCOAT,5.85,,,,,5.85,Small Cap
4240,JANUS CORPORATION LIMITED,INE04OV01018,JANUSCORP,5.83,,,,,5.83,Small Cap
4241,USHAKIRAN FINANCE LTD.,INE697C01011,USHAKIRA,5.82,,,,,5.82,Small Cap
4242,ANNA INFRASTRUCTURES LTD,INE336D01014,ANNAINFRA,5.81,,,,,5.81,Small Cap
4243,VAS INFRASTRUCTURE  LTD.,INE192C01013,VASINFRA,5.8,,,,,5.8,Small Cap
4244,Maryada Commercial Enterprises & Investment Co Ltd,INE372W01019,,,,,MARYADACOM,5.78302499999999,5.78302499999999,Small Cap
4245,AGIO PAPER & INDUSTRIES LIMITED,INE112C01011,AGIOPAPER,5.78,,,,,5.78,Small Cap
4246,NEO CORP INTERNATIONAL LTD,INE851C01014,NEOCORP,5.78,,,,,5.78,Small Cap
4247,NEXUS SURGICAL AND MEDICARE LIMITED,INE370Q01015,NEXUSSURGL,5.78,,,,,5.78,Small Cap
4248,FLORA TEXTILES LTD.,INE161F01011,FLORATX,5.75,,,,,5.75,Small Cap
4249,VARDHMAN CONCRETE LIMITED,INE115C01014,VARDHMAN,5.73,,,,,5.73,Small Cap
4250,LIBORD SECURITIES LTD.,INE267E01019,LIBORD,5.72,,,,,5.72,Small Cap
4251,OSWAL OVERSEAS LTD,INE906K01027,OSWALOR,5.72,,,,,5.72,Small Cap
4252,ASHRAM ONLINE.COM LTD,INE293C01019,ASHRAM,5.71,,,,,5.71,Small Cap
4253,NAKODA LIMITED,INE559B01023,NAKODA,5.7,,,,,5.7,Small Cap
4254,KMF BUILDERS & DEVELOPERS LTD.,INE580H01026,KMFBLDR,5.7,,,,,5.7,Small Cap
4255,ONTIC FINSERVE LIMITED,INE989S01042,ONTIC,5.7,,,,,5.7,Small Cap
4256,EPIC ENERGY LTD.,INE932F01015,EPIC,5.69,,,,,5.69,Small Cap
4257,LOOKS HEALTH SERVICES LIMITED,INE204N01013,LOOKS,5.69,,,,,5.69,Small Cap
4258,TYPHOON FINANCIAL SERVICES LIMITED,INE761R01013,TFSL,5.69,,,,,5.69,Small Cap
4259,"CHEMO PHARMA LABORATORIES LTD.,",INE320M01019,CHEMOPH,5.66,,,,,5.66,Small Cap
4260,KIDS MEDICAL SYSTEMS LIMITED,INE457Y01014,KMSL,5.66,,,,,5.66,Small Cap
4261,SGN TELECOMS LTD.,INE266C01023,SGNTE,5.65,,,,,5.65,Small Cap
4262,"MANIPAL FINANCE CORPORATION LTD.,",INE798E01013,MNPLFIN,5.64,,,,,5.64,Small Cap
4263,UNION QUALITY PLASTICS LTD.,INE338N01019,UNQTYMI,5.64,,,,,5.64,Small Cap
4264,FACOR STEELS LIMITED,INE829G01011,FACORSTE,5.58,,,,,5.58,Small Cap
4265,SWAGTAM TRADING & SERVICES LIMITED,INE150R01019,SWAGTAM,5.57,,,,,5.57,Small Cap
4266,QUEST FINANCIAL SERVICES LTD.,INE064D01012,QFSL,5.55,,,,,5.55,Small Cap
4267,PAE LTD.,INE766A01018,PAEL,5.54,,,,,5.54,Small Cap
4268,ARYAN SHARE & STOCK BROKERS LTD.,INE016X01010,ARYAN,5.52,,,,,5.52,Small Cap
4269,NORTHLINK FISCAL AND CAPITAL SERVICES LTD.,INE736P01019,NORTHLINK,5.52,,,NFCSL,5.5171875,5.51859375,Small Cap
4270,"ARAVALI SECURITIES & FINANCE LTD.,",INE068C01015,ARAVALIS,5.51,,,,,5.51,Small Cap
4271,"NEYCER INDIA LTD.,",INE275N01013,NEYCERI,5.5,,,,,5.5,Small Cap
4272,STANPACKS (INDIA) LTD.,INE457D01018,STANPACK,5.5,,,,,5.5,Small Cap
4273,AMBASSADOR INTRA HOLDINGS LIMITED,INE342U01016,AIHL,5.5,,,,,5.5,Small Cap
4274,Quality Synthetic Industries Limited,INE062F01011,,,,,QUALITY,5.5,5.5,Small Cap
4275,SOUTHERN ONLINE BIO TECHNOLOGIES LTD.,INE371B01023,SBTL,5.49,,,,,5.49,Small Cap
4276,OMNIPOTENT INDUSTRIES LIMITED,INE0JFE01012,OMNIPOTENT,5.46,,,,,5.46,Small Cap
4277,OLYMPIC CARDS LIMITED,INE550L01013,OLPCL,5.45,,,,,5.45,Small Cap
4278,SRI KRISHNA CONSTRUCTIONS (INDIA) LIMITED,INE094T01015,SKC,5.45,,,,,5.45,Small Cap
4279,"N.B. FOOTWEAR LTD.,",INE006F01018,NBFOOT,5.44,,,,,5.44,Small Cap
4280,B.J.DUPLEX BOARDS LTD.,INE265C01025,BJDUP,5.44,,,,,5.44,Small Cap
4281,HARIA EXPORTS LTD.,INE772B01014,HARIAEXPO,5.42,,,,,5.42,Small Cap
4282,HEERA ISPAT LTD.,INE025D01013,HEERAISP,5.42,,,,,5.42,Small Cap
4283,FIRST FINTEC LIMITED,INE683B01047,FIRSTFIN,5.42,,,,,5.42,Small Cap
4284,NUTRICIRCLE LIMITED,INE536C01029,NUTRICIRCLE,5.4,,,,,5.4,Small Cap
4285,VISION CORPORATION LTD.,INE661D01015,VISIONCO,5.4,,,,,5.4,Small Cap
4286,MODI HOOVER INTERNATIONAL LTD.,INE259D01018,MODIHOOV,5.37,,,,,5.37,Small Cap
4287,WHERRELZ IT SOLUTIONS LIMITED,INE0IM001015,WITS,5.37,,,,,5.37,Small Cap
4288,"TAPARIA TOOLS LTD.,",INE614R01014,TAPARIA,5.35,,,,,5.35,Small Cap
4289,N.R.INTERNATIONAL LIMITED,INE605F01017,NRINTER,5.34,,,,,5.34,Small Cap
4290,MAYUR FLOORINGS LTD.,INE262W01012,MAYURFL,5.32,,,,,5.32,Small Cap
4291,"PANTHER INDUSTRIAL PRODUCTS LTD.,",INE181D01014,PANIDPR,5.31,,,,,5.31,Small Cap
4292,JAYATMA ENTERPRISES LIMITED,INE246D01015,JAYATMA,5.31,,,,,5.31,Small Cap
4293,"OLYMPIC OIL INDUSTRIES LTD.,",INE286E01019,OLYOI,5.3,,,,,5.3,Small Cap
4294,"SHRICON INDUSTRIES LTD.,",INE753D01010,SHRICON,5.3,,,,,5.3,Small Cap
4295,GRATEX INDUSTRIES LTD.,INE915E01013,GRATEXI,5.29,,,,,5.29,Small Cap
4296,INTERACTIVE FINANCIAL SERVICES LIMITED,INE064T01018,IFINSER,5.29,,,,,5.29,Small Cap
4297,NEELKANTH ROCKMINERALS LTD.,INE741D01015,NEELKAN,5.28,,,,,5.28,Small Cap
4298,JINAAM’S DRESS LIMITED,INE011201014,JINAAM,5.28,,,,,5.28,Small Cap
4299,WELCURE DRUGS & PHARMACEUTICALS LTD,INE331C01017,WELCURE,5.27,,,,,5.27,Small Cap
4300,AMANAYA VENTURES LIMITED,INE0G1V01016,AMANAYA,5.27,,,,,5.27,Small Cap
4301,Lark Trading & Finance Limited,INE936T01017,,,,,LARK,5.25999999999999,5.25999999999999,Small Cap
4302,CLIO INFOTECH LTD.,INE011B01017,CLIOINFO,5.24,,,,,5.24,Small Cap
4303,SYBLY INDUSTRIES LTD.,INE080D01042,SYBLY,5.24,,,,,5.24,Small Cap
4304,SANTOWIN CORPORATION LIMITED,INE386L01038,SANPOLY,5.23,,,,,5.23,Small Cap
4305,WELTERMAN INTERNATIONAL LTD.,INE662D01013,WELTI,5.23,,,,,5.23,Small Cap
4306,AVI POLYMERS LTD.,INE897N01014,AVI,5.23,,,,,5.23,Small Cap
4307,CORAL NEWSPRINTS LTD.,INE715D01019,CORNE,5.21,,,,,5.21,Small Cap
4308,GANGA PHARMACEUTICALS LIMITED,INE615T01017,GANGAPHARM,5.21,,,,,5.21,Small Cap
4309,JCK Infrastructure Development Limited,INE188R01019,,,,,JCKINFRA,5.20833375,5.20833375,Small Cap
4310,MILESTONE FURNITURE LIMITED,INE424Z01011,MILEFUR,5.2,,,,,5.2,Small Cap
4311,ASIS LOGISTICS LIMITED,INE888E01020,ASISL,5.19,,,,,5.19,Small Cap
4312,INFRA INDUSTRIES LTD.,INE287D01019,INFRAIND,5.17,,,,,5.17,Small Cap
4313,NEWEVER TRADE WINGS LIMITED,INE596O01010,NEWEVER,5.17,,,,,5.17,Small Cap
4314,CONTAINERWAY INTERNATIONAL LIMITED,INE319U01022,CONTAINER ,5.17,,,,,5.17,Small Cap
4315,"GARWARE MARINE INDUSTRIES LTD.,",INE925D01014,GARWAMAR,5.16,,,,,5.16,Small Cap
4316,STARLIT POWER SYSTEMS LIMITED,INE909P01012,STARLIT,5.15,,,,,5.15,Small Cap
4317,DHANVANTRI JEEVAN REKHA LTD.,INE239F01015,ZDHJERK,5.14,,,,,5.14,Small Cap
4318,RAGHUNATH INTERNATIONAL LTD.,INE753B01014,RAGHUNAT,5.12,,,,,5.12,Small Cap
4319,PITHAMPUR POLY PRODUCTS LTD.,INE747D01012,PITHP,5.12,,,,,5.12,Small Cap
4320,ASIA CAPITAL LIMITED,INE131Q01011,ASIACAP,5.12,,,,,5.12,Small Cap
4321,CHD CHEMICALS LIMITED,INE043U01010,CHDCHEM,5.12,,,,,5.12,Small Cap
4322,CITIPORT FINANCIAL SERVICES LTD.,INE494D01011,CITIPOR,5.1,,,,,5.1,Small Cap
4323,DECILLION FINANCE LTD.,INE848N01017,DFL,5.08,,,,,5.08,Small Cap
4324,"KHANDELWAL EXTRACTION LTD.,",INE687W01010,ZKHANDEN,5.05,,,,,5.05,Small Cap
4325,SUNGOLD CAPITAL LTD.,INE271D01013,SUNGOLD,5.05,,,,,5.05,Small Cap
4326,Rich 'N' Rich Finance And Holdings Limited,INE01KG01013,,,,,RICHNRICH,5.05,5.05,Small Cap
4327,TRIO MERCANTILE & TRADING LIMITED,INE234G01022,TRIOMERC,5.02,,,,,5.02,Small Cap
4328,RICHIRICH INVENTURES LIMITED,INE102C01020,RICHIRICH,5,,,,,5,Small Cap
4329,PROMACT IMPEX LIMITED,INE818D01011,PROMACT,5,,,,,5,Small Cap
4330,PRIME CAPITAL MARKET LIMITED,INE748D01010,PRIMECAPM,5,,,,,5,Small Cap
4331,USS Global Limited,INE277F01015,,,,,USSGLOBAL,5,5,Small Cap
4332,"RAINBOW PAPERS LTD.,",INE028D01025,RAINBOWPAP,4.99,,,,,4.99,Small Cap
4333,Sri Narayan Raj Kumar Merchants Limited,INE063F01019,,,,,SRINARAYAN,4.97890000000001,4.97890000000001,Small Cap
4334,ADVIK LABORATORIES LTD.,INE537C01019,ADVIKLA,4.96,,,,,4.96,Small Cap
4335,QUANTUM DIGITAL VISION (INDIA) LTD.,INE373C01019,QUANTDIA,4.94,,,,,4.94,Small Cap
4336,DECOROUS INVESTMENT AND TRADING CO. LTD.,INE183R01010,DITCO,4.93,,,,,4.93,Small Cap
4337,SPACE INCUBATRICS TECHNOLOGIES LIMITED,INE797Z01010,SPACEINCUBA,4.93,,,,,4.93,Small Cap
4338,Sun Finlease (Gujarat) Limited,INE098D01010,,,,,SUNFIN,4.92922625000001,4.92922625000001,Small Cap
4339,ADITYA ISPAT LTD.,INE570B01012,ADITYA,4.92,,,,,4.92,Small Cap
4340,MULTIPURPOSE TRADING & AGENCIES LTD,INE017P01014,ZMULTIPU,4.89,,,,,4.89,Small Cap
4341,ATCOM TECHNOLOGIES LTD.,INE834A01014,ATCOM,4.89,,,,,4.89,Small Cap
4342,Indu Engineering And Textiles Limited,INE022S01018,,,,,INDUENG,4.88774999999999,4.88774999999999,Small Cap
4343,INTEGRATED HI-TECH LTD.,INE934A01012,INTEGHIT,4.88,,,,,4.88,Small Cap
4344,Jotindra Steel & Tubes Limited,INE173F01016,,,,,JOTINDRA,4.872749,4.872749,Small Cap
4345,MAXIMAA SYSTEMS LTD.,INE161B01036,MAXIMAA,4.87,,,,,4.87,Small Cap
4346,STRATMONT INDUSTRIES LIMITED,INE473C01025,STRATMONT,4.87,,,,,4.87,Small Cap
4347,CINDRELLA FINANCIAL SERVICES LTD.,INE897D01015,CINDRELL,4.87,,,,,4.87,Small Cap
4348,SAMRUDDHI REALTY LIMITED,INE621O01016,SRL,4.85,,,,,4.85,Small Cap
4349,KIRAN SYNTEX LTD.,INE293D01017,KIRANSY-B,4.84,,,,,4.84,Small Cap
4350,ISTREET NETWORK LIMITED,INE532B01020,ISTRNETWK,4.82,,,,,4.82,Small Cap
4351,WORLDWIDE ALUMINIUM LIMITED,INE550D01010,WWALUM,4.82,,,,,4.82,Small Cap
4352,ACE ENGITECH LIMITED,INE035401012,ACEENGITEC,4.82,,,,,4.82,Small Cap
4353,PADMALAYA TELEFILMS LTD.,INE243B01016,PADMALAYAT,4.82,,,,,4.82,Small Cap
4354,SW INVESTMENTS LIMITED,INE948K01011,SW1,4.8,,,,,4.8,Small Cap
4355,"JALPAC INDIA LTD.,",INE976B01011,JALPAC,4.79,,,,,4.79,Small Cap
4356,INTEGRATED PROTEINS LTD.,INE177M01013,INTEGFD,4.76,,,,,4.76,Small Cap
4357,UNISHIRE URBAN INFRA LIMITED,INE210P01015,UNISHIRE,4.75,,,,,4.75,Small Cap
4358,WINY COMMERCIAL AND FISCAL SERVICES LIMITED,INE111C01013,WINYCOMM,4.75,,,,,4.75,Small Cap
4359,ASAHI INFRASTRUCTURE & PROJECTS LTD,INE933C01036,ASAHINFRA,4.74,,,,,4.74,Small Cap
4360,DATIWARE MARITIME INFRA LIMITED,INE673U01014,DATIWARE,4.74,,,,,4.74,Small Cap
4361,EAST BUILDTECH LIMITED,INE706N01017,EASTBUILD,4.72,,,,,4.72,Small Cap
4362,WOODSVILLA LIMITED,INE374J01020,WOODSVILA,4.72,,,,,4.72,Small Cap
4363,S.T. SERVICES LIMITED,INE907D01012,STSERV,4.72,,,,,4.72,Small Cap
4364,V.B.DESAI FINANCIAL SERVICES LTD,INE848D01018,VBDESAI,4.71,,,,,4.71,Small Cap
4365,"J.J. FINANCE CORPORATION LTD.,",INE584C01011,JJFINCOR,4.69,,,,,4.69,Small Cap
4366,MONICA ELECTRONICS LTD.,INE568C01014,MONEL,4.69,,,,,4.69,Small Cap
4367,SHANTANU SHEOREY AQUAKULT LTD.,INE545N01019,SHAQUAK,4.69,,,,,4.69,Small Cap
4368,RELSTRUCT BUILDCON LIMITED,INE792V01010,RELSTRUCT,4.69,,,,,4.69,Small Cap
4369,"VOLTAIRE LEASING & FINANCE LTD.,",INE763D01019,VOLLF,4.68,,,,,4.68,Small Cap
4370,"POLYTEX INDIA LTD.,",INE012F01016,POLYTEX,4.68,,,,,4.68,Small Cap
4371,TREKKINGTOES.COM LIMITED,INE0DG401010,HIPPOCABS,4.68,,,,,4.68,Small Cap
4372,BIO GREEN PAPERS LIMITED,INE958L01018,BGPL,4.67,,,,,4.67,Small Cap
4373,FRASER AND COMPANY LIMITED,INE184Q01010,FRASER,4.67,,,,,4.67,Small Cap
4374,SBL INFRATECH LIMITED,INE0DLM01024,SBLI,4.67,,,,,4.67,Small Cap
4375,ADISHAKTI LOHA AND ISPAT LIMITED,INE0CWK01019,ADISHAKTI,4.67,,,,,4.67,Small Cap
4376,METKORE ALLOYS & INDUSTRIES LTD,INE592I01029,METKORE,4.65,,,,,4.65,Small Cap
4377,SUPERIOR FINLEASE LIMITED,INE574R01028,SUPERIOR,4.63,,,SUPFIN,4.63097862903226,4.63048931451613,Small Cap
4378,G.K.CONSULTANTS LTD.,INE131D01019,GKCONS,4.63,,,,,4.63,Small Cap
4379,GUJARAT COTEX LTD,INE004C01028,GUJCOTEX,4.62,,,,,4.62,Small Cap
4380,SAB EVENTS & GOVERNANCE NOW MEDIA LIMITED,INE860T01019,GOVNOW,4.65,SABEVENTS,4.5655,,,4.60775,Small Cap
4381,MATHEW EASOW RESEARCH SECURITIES LT,INE963B01019,MATHEWE,4.59,,,,,4.59,Small Cap
4382,PRASHANT INDIA LTD,INE100E01012,PRSNTIN,4.59,,,,,4.59,Small Cap
4383,LORDS CHEMICALS LTD.,INE554C01014,LORDSCH,4.59,,,,,4.59,Small Cap
4384,ADVENT COMPUTER SERVICES LTD.,INE101C01022,ADVENT,4.59,,,,,4.59,Small Cap
4385,BACIL PHARMA LTD.,INE711D01018,BACPHAR,4.58,,,,,4.58,Small Cap
4386,EXPLICIT FINANCE LIMITED,INE335G01019,EXPLICITFIN,4.58,,,,,4.58,Small Cap
4387,KIRAN PRINT-PACK LTD.,INE516D01011,KIRANPR,4.58,,,,,4.58,Small Cap
4388,RAINBOW DENIM LTD.,INE820D01025,RAINBOWDQ,4.57,,,,,4.57,Small Cap
4389,INNOCORP LIMITED,INE214B01017,INNOCORP,4.56,,,,,4.56,Small Cap
4390,ATHARV ENTERPRISES LIMITED,INE354E01031,ATHARVENT,4.55,,,,,4.55,Small Cap
4391,MACHHAR INDUSTRIES LIMITED,INE01BT01015,MACIND,4.55,,,,,4.55,Small Cap
4392,GLOBAL INFRATECH & FINANCE LIMITED,INE377M01035,GBLINFRA,4.54,,,,,4.54,Small Cap
4393,GUJARAT METALLIC COAL & COKE LTD,INE146F01020,GMETCOAL,4.53,,,,,4.53,Small Cap
4394,RAJASTHAN GASES LTD.,INE184D01026,RAJGASES,4.51,,,,,4.51,Small Cap
4395,SURYO FOODS & INDUSTRIES LTD.,INE565E01016,SURFI,4.5,,,,,4.5,Small Cap
4396,MARKET CREATORS LTD.,INE944C01017,MKTCREAT,4.5,,,,,4.5,Small Cap
4397,TALWALKARS BETTER VALUE FITNESS LIMITED,INE502K01016,TALWALKARS,4.5,,,,,4.5,Small Cap
4398,JET INFRAVENTURE LIMITED,INE155R01018,JETINFRA,4.49,,,,,4.49,Small Cap
4399,JMG CORPORATION LTD,INE745F01011,JMGCORP,4.48,,,,,4.48,Small Cap
4400,KONNDOR INDUSTRIES LIMITED,INE971A01014,KONNDOR,4.48,,,,,4.48,Small Cap
4401,NU TEK INDIA LIMITED,INE318J01027,NUTEK,4.48,,,,,4.48,Small Cap
4402,AVIVA INDUSTRIES LIMITED,INE461H01011,AVIVA,4.46,,,,,4.46,Small Cap
4403,PANKAJ PIYUSH TRADE & INV. LTD,INE820M01018,PANKAJPIYUS,4.45,,,,,4.45,Small Cap
4404,GUJARAT INJECT (KERALA) LTD.,INE659F01014,GUJINJEC,4.45,,,,,4.45,Small Cap
4405,CHHABRA SPINNERS LTD.,INE420D01016,CHABRASP,4.41,,,,,4.41,Small Cap
4406,MEGA NIRMAN & INDUSTRIES LIMITED,INE216Q01010,MNIL,4.41,,,,,4.41,Small Cap
4407,MAJESTIC RESEARCH SERVICES AND SOLUTIONS LIMITED,INE196R01012,MRSS,4.39,,,,,4.39,Small Cap
4408,RAMA PETROCHEMICALS LTD,INE783A01013,RAMAPETRO,4.36,,,,,4.36,Small Cap
4409,ASYA INFOSOFT LIMITED,INE520G01016,ASYAINFO,4.35,,,,,4.35,Small Cap
4410,R.B.GUPTA FINANCIALS LTD.,INE056J01015,RBGUPTA,4.34,,,,,4.34,Small Cap
4411,SAND PLAST (INDIA) LTD.,INE122K01013,SANDPLAST,4.34,,,,,4.34,Small Cap
4412,STANDARD SHOE SOLE AND MOULD (INDIA) LTD,INE888N01013,STDSHOE,4.31,,,,,4.31,Small Cap
4413,SABRIMALA INDUSTRIES INDIA LIMITED,INE400R01018,SIIL,4.3,,,,,4.3,Small Cap
4414,IMP POWER LTD.,INE065B01013,INDLMETER,4.28,,,,,4.28,Small Cap
4415,S.M. ENERGY TEKNIK & ELECTRONICS LT,INE540D01011,SMENER,4.28,,,,,4.28,Small Cap
4416,SCINTILLA COMMERCIAL & CREDIT  LIMITED,INE892C01018,SCC,4.26,,,,,4.26,Small Cap
4417,NICCO CORPORATION LTD.,INE241C01026,NICCO,4.25,,,,,4.25,Small Cap
4418,"M.P. AGRO INDUSTRIES LTD.,",INE468C01017,MPAGI,4.24,,,,,4.24,Small Cap
4419,TCI FINANCE LIMITED,INE911B01018,TCIFINANCE,4.37,TCIFINANCE,4.0948,,,4.2324,Small Cap
4420,"VENTURA GUARANTY LTD.,",INE139J01019,SHYAM,4.23,,,,,4.23,Small Cap
4421,PRECISION CONTAINEURS LIMITED.,INE191C01015,PRECISION,4.22,,,,,4.22,Small Cap
4422,VIRTUALSOFT SYSTEMS LTD.,INE237C01016,VIRTUALS,4.22,,,,,4.22,Small Cap
4423,MAHALAXMI SEAMLESS LTD.,INE257F01017,MAHALXSE,4.21,,,,,4.21,Small Cap
4424,WILLIAMSON FINANCIAL SERVICES LTD.,INE188E01017,WILLIMFI,4.21,,,,,4.21,Small Cap
4425,AMERISE BIOSCIENCES LIMITED,INE673C01020,AMERISE,4.2,,,,,4.2,Small Cap
4426,CLASSIC LEASING & FINANCE LTD.,INE949C01016,CLFL,4.19,,,,,4.19,Small Cap
4427,SURYA FUN CITY LTD.,INE122F01013,SURFUNC,4.17,,,,,4.17,Small Cap
4428,STARLITE COMPONENTS LTD.,INE035C01022,STARLITE,4.16,,,,,4.16,Small Cap
4429,ASHIANA AGRO INDUSTRIES LTD,INE709D01012,ASHAI,4.15,,,,,4.15,Small Cap
4430,SIKOZY REALTORS LIMITED,INE528E01022,SIKOZY,4.14,,,,,4.14,Small Cap
4431,CELESTIAL BIOLABS LIMITED,INE221I01017,CELESTIAL,4.14,,,,,4.14,Small Cap
4432,RAMCHANDRA LEASING & FINANCE LIMITED,INE516P01015,RLFL,4.12,,,,,4.12,Small Cap
4433,CAPRICORN SYSTEMS GLOBAL SOLUTIONS LTD.,INE968E01012,CAPRICORN,4.11,,,,,4.11,Small Cap
4434,NARMADA MACPLAST DRIP IRRIGATION SY,INE060D01010,NARMP,4.11,,,,,4.11,Small Cap
4435,UNITED TEXTILES LTD.,INE727E01012,UNITEDTE,4.11,,,,,4.11,Small Cap
4436,KARNIMATA COLD STORAGE LIMITED,INE576P01019,KCSL,4.11,,,,,4.11,Small Cap
4437,Sidh Management Corporate Services Limited,INE482E01014,,,,,SMCSL,4.10580590000001,4.10580590000001,Small Cap
4438,"SHIVA SUITINGS LTD.,",INE02Z901011,SHVSUIT,4.1,,,,,4.1,Small Cap
4439,LEAD FINANCIAL SERVICES  LTD,INE531D01010,LEADFIN,4.1,,,,,4.1,Small Cap
4440,SYSTEMATIX SECURITIES LTD.,INE07P301011,SYTIXSE,4.1,,,,,4.1,Small Cap
4441,FUTURISTIC OFFSHORE SERVICES AND CHEMICAL LTD.,INE418A01016,FOSCL,4.09,,,,,4.09,Small Cap
4442,ALCHEMIST LIMITED,INE964B01033,ALCHEM,4.08,,,,,4.08,Small Cap
4443,RAHUL MERCHANDISING LTD.,INE149D01011,RAHME,4.08,,,,,4.08,Small Cap
4444,RAJKOT INVESTMENT TRUST LIMITED,INE176R01014,RAJKOTINV,4.08,,,,,4.08,Small Cap
4445,FUTURISTIC SECURITIES LTD,INE425D01015,FUTURSEC,4.07,,,,,4.07,Small Cap
4446,SUNCITY SYNTHETICS LTD.,INE584D01019,SUNCITYSY,4.07,,,,,4.07,Small Cap
4447,PATIDAR BUILDCON LIMITED,INE637N01014,PATIDAR,4.04,,,,,4.04,Small Cap
4448,MAHAVEER INFOWAY LIMITED,INE019D01016,MINFY,4.04,,,,,4.04,Small Cap
4449,NEW LIGHT APPARELS LIMTED,INE835U01019,NEWLIGHT,4.04,,,,,4.04,Small Cap
4450,R J BIO-TECH LIMITED,INE594O01015,RJBIOTECH,4.03,,,,,4.03,Small Cap
4451,SUNRAJ DIAMOND EXPORTS LTD.,INE459D01014,SUNRAJDI,4.02,,,,,4.02,Small Cap
4452,RICHFIELD FINANCIAL SERVICES LTD.,INE201C01012,RFSL,4.01,,,,,4.01,Small Cap
4453,MODEX INTERNATIONAL SECURITIES LTD.,INE072D01015,MODEX,4,,,,,4,Small Cap
4454,INCEPTUM ENTERPRISES LIMITED,INE784P01035,INCEPTUM,4,,,,,4,Small Cap
4455,ACTION FINANCIAL SERVICES (INDIA) L,INE357A01032,ACTIONFI,3.99,,,,,3.99,Small Cap
4456,I POWER SOLUTIONS INDIA LTD.,INE468F01010,iPOWER,3.99,,,,,3.99,Small Cap
4457,CRIMSON METAL ENGINEERING COMPANY LTD,INE318P01016,CRIMSON,3.98,,,,,3.98,Small Cap
4458,JAINCO PROJECTS (INDIA) LTD.,INE966C01010,JAINCO,3.97,,,,,3.97,Small Cap
4459,PRIYA LIMITED.,INE686C01014,PRIYALT,3.95,,,,,3.95,Small Cap
4460,BRIDGE SECURITIES LTD.,INE958C01017,BRIDGESE,3.95,,,,,3.95,Small Cap
4461,JIK INDUSTRIES LTD,INE026B01049,JIKIND,3.93,,,,,3.93,Small Cap
4462,SHANTAI INDUSTRIES LIMITED,INE408F01016,SHANTAI,3.91,,,,,3.91,Small Cap
4463,SEA TV NETWORK LIMITED,INE351L01016,SEATV,3.91,,,,,3.91,Small Cap
4464,EDYNAMICS SOLUTIONS LIMITED,INE899O01018,EDSL,3.91,,,,,3.91,Small Cap
4465,HYPERSOFT TECHNOLOGIES LIMITED,INE039D01014,HYPERSOFT,3.91,,,,,3.91,Small Cap
4466,Kamini Finance & Investment Company Limited,INE927E01018,,,,,KAMINI,3.90053625,3.90053625,Small Cap
4467,MAHESH DEVELOPERS LIMITED,INE01MO01013,MAHESH,3.9,,,,,3.9,Small Cap
4468,KUBERAN GLOBAL EDU SOLUTIONS LIMITED,INE04CO01018,KGES,3.89,,,,,3.89,Small Cap
4469,COMMEX TECHNOLOGY LIMITED,INE354B01029,COMMEXTECH,3.88,,,,,3.88,Small Cap
4470,BHARAT TEXTILES & PROOFING INDUSTRI,INE201N01019,BHATEXT,3.87,,,,,3.87,Small Cap
4471,EPSOM PROPERTIES LIMITED,INE601F01016,EPSOMPRO,3.86,,,,,3.86,Small Cap
4472,ALPS MOTOR FINANCE LIMITED,INE729P01022,ALPSMOTOR,3.86,,,,,3.86,Small Cap
4473,KINETIC TRUST LTD.,INE674M01019,KINETRU,3.84,,,,,3.84,Small Cap
4474,GOPAL IRON & STEELS CO.(GUJARAT) LT,INE641H01018,GOPAIST,3.84,,,,,3.84,Small Cap
4475,BHARATIYA GLOBAL INFOMEDIA LIMITED,INE224M01013,BGLOBAL,4.01,BGLOBAL,3.6612,,,3.8356,Small Cap
4476,VINTAGE SECURITIES LTD.,INE153C01015,VINTAGES,3.83,,,,,3.83,Small Cap
4477,SHUKRA BULLIONS LIMITED,INE561E01015,SKRABUL,3.83,,,,,3.83,Small Cap
4478,SIDDHESWARI GARMENTS LTD.,INE797C01019,SIDDHEGA,3.81,,,,,3.81,Small Cap
4479,SCAN PROJECTS LTD,INE393D01015,SCANPRO,3.8,,,,,3.8,Small Cap
4480,DEVHARI EXPORTS (INDIA) LIMITED,INE553P01018,DEVHARI,3.79,,,,,3.79,Small Cap
4481,INERTIA STEEL LIMITED,INE767M01011,INERTIAST,3.78,,,,,3.78,Small Cap
